,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,variety_color
65661,Australia,"A blend of 54% Malbec and 46% Petit Verdot, this lithe, medium-bodied wine makes an interesting contrast to Cullen's Mangan Vineyard Merlot-Malbec-Petit Verdot. It's a leaner wine, with modest cherry-berry fruit and ample accents of cinnamon, cedar and vanilla.",Mangan East Block,87,55.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Cullen 2012 Mangan East Block Red (Margaret River),Bordeaux-style Red Blend,Cullen,#1F938B
65669,Australia,"This is pleasantly savory for such an inexpensive wine. Earthy notes of asphalt and black olive combine with plummy fruit on the palate, while the finish is firm enough to serve alongside fatty dishes like burgers or pizza.",,87,9.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Oxford Landing 2013 Shiraz (South Australia),Shiraz,Oxford Landing,#471669
65863,Australia,"Better known for its red wines, Penfolds has turned out a lovely Bin 51 Riesling in 2007. An alluring nose of orange sherbet and petrol leads into a medium-weight wine that manages to be both broad and mouthcoating and yet long and racy on the finish. May not be a long-lived Riesling by Aussie standards, but it should still drink well over the next 7-10 years.",Bin 51,91,20.0,South Australia,Eden Valley,,Joe Czerwinski,@JoeCz,Penfolds 2007 Bin 51 Riesling (Eden Valley),Riesling,Penfolds,#443982
65874,Australia,"This herbaceous Cabernet shows off the strengths of Western Australia: refined tannins, complex flavors and elegance galore. Tobacco and mint lead the way, followed by cassis, cigar box and hints of coffee. It's not a big powerhouse, but a classy Cabernet, with a long finish. Drink now-2015.",,90,25.0,Western Australia,Great Southern,,Joe Czerwinski,@JoeCz,Plantagenet 2004 Cabernet Sauvignon (Great Southern),Cabernet Sauvignon,Plantagenet,#471163
65934,Australia,"Full-bodied and fudge-like, this is a big black chocolaty Shiraz. Hints of cracked pepper and dried fruit run through this rich, thickly textured wine. It's ready to drink now.",Cracking Black,89,28.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Penny's Hill 2014 Cracking Black Shiraz (McLaren Vale),Shiraz,Penny's Hill,#471669
66007,Australia,"Plump, supple and a joy to drink, this wine features a complex mélange of aromas and flavors, ranging from menthol and cracked pepper to mocha and roasted meat, all wrapped around a core of red berries. Drink now–2018.",Bush Vine,90,19.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Yalumba 2011 Bush Vine Grenache (Barossa),Grenache,Yalumba,#481C6E
66008,Australia,"Crisp and compact, the 2011 Diana Madeline undoubtedly needs at least another couple of years in the cellar. The nose is leafy and herbal, but the flavors show cherry fruit framed by subtle shadings of vanilla. The tannins are firm, imparting a drying sensation to the long finish.",Diana Madeline,90,109.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Cullen 2011 Diana Madeline Red (Margaret River),Bordeaux-style Red Blend,Cullen,#1F938B
66253,Australia,"Some whole-bunch fermentation is reflected in a vegetal hint on the nose, but otherwise this is a fruit-driven youngster, bursting with lively red berries. Hints of toasted coconut, vanilla and mocha from French oak add complexity to this medium-bodied, supple wine. The tannins firm up on the finish, suggesting mid-term cellaring; drink 2017–2023.",,91,39.0,Tasmania,Tasmania,,Joe Czerwinski,@JoeCz,Josef Chromy 2013 Pinot Noir (Tasmania),Pinot Noir,Josef Chromy,#414286
66266,Australia,"Mint, leather and cherry notes form the bouquet of this crisp, medium-bodied Shiraz. It's smooth-textured and elegant, with flavors of espresso, chocolate, cherry and a hint of cracked pepper on the finish.",,88,65.0,New South Wales,Hilltops,,Joe Czerwinski,@JoeCz,Eden Road 2010 Shiraz (Hilltops),Shiraz,Eden Road,#471669
66400,Australia,"Rather restrained, this is a dark, concentrated wine built for some time in the cellar. It's got Bordeaux-like structure in its crisp acids and firm tannins, but clean, New World cassis flavors tinged with vanilla and cedary oak. Drink 2010–2015.",,89,25.0,Victoria,Bendigo,,Joe Czerwinski,@JoeCz,Balgownie Estate 2005 Cabernet Sauvignon (Bendigo),Cabernet Sauvignon,Balgownie Estate,#471163
66405,Australia,"Lush and oaky, this is a full-bodied mouthful of coffee, chocolate and loam flavors. The fruit is so ripe it presents as chocolate, framed by toasty oak and buttressed by incredibly soft tannins. The softness suggests pairing with roasts or braised meats; drink now–2012.",Phoenix,89,20.0,South Australia,Coonawarra,,Joe Czerwinski,@JoeCz,Penley Estate 2005 Phoenix Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,Penley Estate,#471163
66407,Australia,"Even Jim Barry's entry-level Cabernet—The Cover Drive—is a hit. Blending various South Australian sources, it takes jammy blackberry fruit, backs it with darker notes of chocolate and layers atop a briary, herbal component, all working together to ably conceal its 15% alcohol. Drink now–2012.",The Cover Drive,89,19.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Jim Barry 2005 The Cover Drive Cabernet Sauvignon (South Australia),Cabernet Sauvignon,Jim Barry,#471163
66409,Australia,"A dark, earthy take on Cabernet, without the obvious cassis character that often overtakes Australian Cabs. Instead, the aromas and flavors lean toward black olive and tobacco. Tannins are fully ripe and soft, making it easy to drink now, although there's enough tart acidity for balance.",Sami Two Vineyards,89,35.0,South Australia,Barossa-Langhorne Creek,,Joe Czerwinski,@JoeCz,Dutschke 2005 Sami Two Vineyards Cabernet Sauvignon (Barossa-Langhorne Creek),Cabernet Sauvignon,Dutschke,#471163
66415,Australia,"One of Australia's most expensive and sought-after Cabernet blends, Mount Mary's Quintet has failed to impress more than one American critic. It's an appealing, well-crafted wine that combines leather, cherry and dried herbs in a somewhat lean, crisp style that delivers a long, mineral-and-cedar finish.",Quintet,89,145.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Mount Mary 2004 Quintet Red (Yarra Valley),Bordeaux-style Red Blend,Mount Mary,#1F938B
66433,Australia,"The blend is 71% Marsanne, 20% Viognier and 9% Roussanne. The result is a medium-bodied white that offers straightforward, fruity notes of pear and melon. It's clean and refreshing on the finish, with just a little hint of tannin.",Plexus,88,30.0,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,John Duval Wines 2015 Plexus White (Barossa Valley),Rhône-style White Blend,John Duval Wines,#4FC369
66467,Australia,"This Cabernet is built for current consumption, boasting a savory, complex blend of meat and herb elements nicely balanced by just enough dark plum fruit. The tannins are soft to the point of creaminess, letting just a bit of warmth show through on the lingering finish. Drink now–2016.",,90,17.0,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,Earthworks 2008 Cabernet Sauvignon (Barossa Valley),Cabernet Sauvignon,Earthworks,#471163
66494,Australia,"Renowned winemaking consultant Larry Cherubino lent his deft touch to this reasonably priced offering. It's a very ripe style for Pinot Noir, combining ample weight with plush tannins and superripe dark cherry-berry fruit. Drink now.",Cruel Mistress,86,17.0,Western Australia,Pemberton,,Joe Czerwinski,@JoeCz,Ad Lib 2014 Cruel Mistress Pinot Noir (Pemberton),Pinot Noir,Ad Lib,#414286
66652,Australia,"Vanilla, cedar and plum notes benefit from a dusting of cracked pepper in this medium-bodied dry red. The tannins are supple to the point of creaminess, and the finish warm and spicy. Drink now.",,88,15.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,2 Up 2014 Shiraz (South Australia),Shiraz,2 Up,#471669
66656,Australia,"This is straightforward, well-made tank-fermented fizz at a bargain price. Chardonnay and Pinot Noir offer hints of toasted brioche and lemon curd, finishing crisp and clean.",DB Family Selection Sparkling Brut,88,12.0,New South Wales,Riverina,,Joe Czerwinski,@JoeCz,De Bortoli NV DB Family Selection Sparkling Brut Sparkling (Riverina),Sparkling Blend,De Bortoli,#38578C
66669,Australia,"This is a ripe, plump rosé that's highly “smashable,” as young Aussies would say. Mixed red berry fruit is underscored by a dash of lime on the finish. Drink now.",Breathing Space,88,35.43766346992153,Australia Other,Australia,,Joe Czerwinski,@JoeCz,Evans & Tate 2015 Breathing Space Rosé (Australia),Rosé,Evans & Tate,#450558
66989,Australia,"Shows decent complexity, with smoke, leather and spice notes dominating over modest levels of cranberryish fruit. Either this is beginning to dry out, or it was never all that lush to begin with. Drink up.",,85,16.0,South Australia,Currency Creek-McLaren Vale,,Joe Czerwinski,@JoeCz,Ballast Stone Estate Wines 2004 Grenache (Currency Creek-McLaren Vale),Grenache,Ballast Stone Estate Wines,#481C6E
67009,Australia,"The 2007 St. Henri remains broodingly dark in both color and flavor profile. Blackberry and plum notes are accented by roasted meat, leather and mocha in this full-bodied, densely packed wine. The tannins are a bit chewy right now, but the finish is long and reveals promising glimmers of fruit that portend well for aging. Drink 2018–2025 and beyond.",St. Henri,93,65.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Penfolds 2007 St. Henri Shiraz (South Australia),Shiraz,Penfolds,#471669
67019,Australia,"The Menzies is Yalumba's top Coonawarra Cabernet, and its quality has improved tremendously over recent vintages. The 2008 is pure and ripe, with great black-cherry and cassis flavors, framed by an elegant vanilla-oak note. It's full bodied and plushly textured without being unstructured, and it should drink well over the next 15 years.",The Menzies,93,50.0,South Australia,Coonawarra,,Joe Czerwinski,@JoeCz,Yalumba 2008 The Menzies Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,Yalumba,#471163
67050,Australia,"Crisp and edgy, featuring tart cherry fruit and hints of green peppercorn. It's fairly big in the mouth, but lacks a bit of generosity.",The Absconder,87,65.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Wirra Wirra 2014 The Absconder Grenache (McLaren Vale),Grenache,Wirra Wirra,#481C6E
67056,Australia,"This nearly 50-50 blend is restrained and grassy, reflecting the French ownership and philosophy well. Grapefruit and cut grass will marry well with food or be pleasant on its own, even picking up a hint of stoniness on the fully dry finish.",,87,20.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Cape Mentelle 2015 Sauvignon Blanc-Semillon (Margaret River),Sauvignon Blanc-Semillon,Cape Mentelle,#3C4E8A
67096,Australia,"Just a tiny serving of this dark nectar will last a long time. The malty, porter-ish aromas intrigue, followed by incredibly rich and syrupy flavors accompanied by mouthwatering acids and enormous peristence. Layers of complexity gradually unfold in the glass, revealing hints of honey, caramel and beguiling rancio notes.",Calliope Rare,98,86.0,Victoria,Rutherglen,,Joe Czerwinski,@JoeCz,R.L. Buller & Son NV Calliope Rare Tokay (Rutherglen),Tokay,R.L. Buller & Son,#1E9D88
67106,Australia,"This is dark, almost black in color at the center, with greening evident at the rim. Syrupy, intense aromas of coffee and dark chocolate make an immediate impact on the nose, followed by syrupy, intense flavors of coffee and molasses. There's mind-boggling concentration here, but just enough acidity to provide a sense of balance. Still, it's hard to imagine drinking more than a couple of ounces of this at a time.",Calliope Rare,94,86.0,Victoria,Rutherglen,,Joe Czerwinski,@JoeCz,R.L. Buller & Son NV Calliope Rare Muscat (Rutherglen),Muscat,R.L. Buller & Son,#472676
67391,Australia,"A rich, savory style of Shiraz, with bold blackberry and black olive flavors that work easily together, framed by vanilla and soft, dusty tannins. Drink it over the next few years.",Pillar Box Reserve,90,20.0,South Australia,Padthaway,,Joe Czerwinski,@JoeCz,Henry's Drive Vignerons 2007 Pillar Box Reserve Shiraz (Padthaway),Shiraz,Henry's Drive Vignerons,#471669
67467,Australia,This supple medium-bodied Pinot Noir is ready to drink. Predominantly earthy notes of leather and dried spices are harmonious and complex without being overly demanding.,Omrah,88,20.0,Western Australia,Western Australia,,Joe Czerwinski,@JoeCz,Plantagenet 2012 Omrah Pinot Noir (Western Australia),Pinot Noir,Plantagenet,#414286
67485,Australia,"The ample alcohol in this wine imparts a rich slightly syrupy feel to this wine that's not particularly Pinot-like, but still satisfying. Strawberry and raspberry notes carry a hint of tomato leaf, then finish with crisp acids.",The Feral Fox,88,32.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,D'Arenberg 2012 The Feral Fox Pinot Noir (Adelaide Hills),Pinot Noir,D'Arenberg,#414286
67728,Australia,"This wine may not be quite as rich or expressive as the other Viogniers in the Yalumba stable, but it's still an attractive effort. Pineapple and apricot flavors pick up hints of gingery spice on the vibrant finish. Drink now.",,89,9.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Oxford Landing 2014 Viognier (South Australia),Viognier,Oxford Landing,#45347F
67822,Australia,"Round and ripe tropical fruit mark this solid and affordable Chardonnay. Interesting shadings of lime, clove and other spices keep it engaging on the palate. Ends with a medium- length finish of sweet-tart pineapple fruit.",,87,13.0,New South Wales,Hunter Valley,,,,Heritage Road 1998 Chardonnay (Hunter Valley),Chardonnay,Heritage Road,#440154
67887,Australia,"Despite an overlay of dried apricots and caramel, what is striking about this stickie is its intense essence of lime. The flavors of candied lime and pineapple are bright and fresh, finishing long and balanced, without an excess of sugar.",The Noble,88,19.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2006 The Noble Riesling (McLaren Vale),Riesling,D'Arenberg,#443982
67896,Australia,"An intriguingly savory Shiraz, laden with meaty, leathery aromas and flavors of pepper-cured meat and coffee. It's full-bodied and creamy in texture, with a lushness that persists through the finish. Drink now.",Longford,88,36.0,Victoria,Gippsland,,Joe Czerwinski,@JoeCz,Jinks Creek 2004 Longford Shiraz (Gippsland),Shiraz,Jinks Creek,#471669
